,Unnamed: 0,faq_id,faq,query,match,score
15972,15972,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,I would like access to MME,0.0,1.5647083273506723e-06
15973,15973,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,how do i get access?,0.0,1.8987877581366774e-07
15974,15974,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,how do I get MME access,0.0,1.5284362575584964e-07
15975,15975,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,I'd like to better undersand the functionality of the balance sheet,0.0,2.639473917209756e-10
15976,15976,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,i need support on a query around setting up a project in MME,0.0,2.3777568358696044e-08
15977,15977,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,how to create a project,0.0,1.648748082505591e-10
15978,15978,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,I am trying to create a project,0.0,2.2419793799244303e-10
15979,15979,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,i'm trying to setup a new project,0.0,9.448847038129315e-08
15980,15980,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,Need help with project creation  ,0.0,1.0645965220490439e-09
15981,15981,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,Do you know how to create it or if you have a job aid on creation?,0.0,2.660965892076206e-09
15982,15982,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,Closing of a contract,0.0,7.848237970620175e-08
15983,15983,216.0,Resource Trend report shows Loaded or Unloaded Cost Rate?,what does MME stand for,0.0,2.6449649137560982e-09
15984,15984,217.0,What way should I submit if my SAP BR is not matching?,Can change contract end date by WBS?,0.0,8.532012596429439e-11
15985,15985,217.0,What way should I submit if my SAP BR is not matching?,how can I change contract end date by WBS?,0.0,8.532012596429439e-11
15986,15986,217.0,What way should I submit if my SAP BR is not matching?,Is there a way to change the contract end date by WBS?,0.0,1.5571673117609208e-10
15987,15987,217.0,What way should I submit if my SAP BR is not matching?,How to forecast PoC Contract Loss in MME?,0.0,5.893002752443977e-10
15988,15988,217.0,What way should I submit if my SAP BR is not matching?,how can I forecast PoC Contract Loss?,0.0,4.76911461710916e-11
15989,15989,217.0,What way should I submit if my SAP BR is not matching?,Is there a way to forecast PoC contract Loss?,0.0,1.132310772922196e-10
15990,15990,217.0,What way should I submit if my SAP BR is not matching?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,3.8987066353080024e-10
15991,15991,217.0,What way should I submit if my SAP BR is not matching?,when can a user be able to see the Jan 14 revenue numbers?,0.0,2.0799476030397557e-10
15992,15992,217.0,What way should I submit if my SAP BR is not matching?,Will a user be able to see the revenue numbers for Jan14?,0.0,2.0799476030397557e-10
15993,15993,217.0,What way should I submit if my SAP BR is not matching?,Can download the cost transaction everything report in Local currency?,0.0,1.5935535768556164e-13
15994,15994,217.0,What way should I submit if my SAP BR is not matching?,Can I download the cost transaction report in Local currency?,0.0,9.899414323217073e-14
15995,15995,217.0,What way should I submit if my SAP BR is not matching?,How do I download the cost transaction report in Local currency?,0.0,9.899414323217073e-14
15996,15996,217.0,What way should I submit if my SAP BR is not matching?,Best practice on SAP structures for MME success,0.0,3.0188600703695556e-06
15997,15997,217.0,What way should I submit if my SAP BR is not matching?,what are the best practices on sap structures?,0.0,0.0002278414467582479
15998,15998,217.0,What way should I submit if my SAP BR is not matching?,Enumerate SAP structures' best practices,0.0,0.00011809190618805587
15999,15999,217.0,What way should I submit if my SAP BR is not matching?,"I cannot tick on Include Actuals in MME, why?",0.0,3.288571415183128e-09
16000,16000,217.0,What way should I submit if my SAP BR is not matching?,why can't I tick on Include Actuals?,0.0,3.888300348364737e-09
16001,16001,217.0,What way should I submit if my SAP BR is not matching?,What to do when I can't tick on MME's Include Actuals?,0.0,8.208163926326506e-09
16002,16002,217.0,What way should I submit if my SAP BR is not matching?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,3.1271474298932844e-10
16003,16003,217.0,What way should I submit if my SAP BR is not matching?,what is the effect of changing the owner name of a contract?,0.0,1.7310475969312122e-11
16004,16004,217.0,What way should I submit if my SAP BR is not matching?,What will happen when I change the owner name of an MME contract?,0.0,5.39220881487501e-12
16005,16005,217.0,What way should I submit if my SAP BR is not matching?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,7.026191850556529e-10
16006,16006,217.0,What way should I submit if my SAP BR is not matching?,How can I use the contract commitment in WMU Dashboard?,0.0,3.1424009228064875e-11
16007,16007,217.0,What way should I submit if my SAP BR is not matching?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,4.363161776321789e-10
16008,16008,217.0,What way should I submit if my SAP BR is not matching?,How can I close a contract?,0.0,5.679611295161813e-12
16009,16009,217.0,What way should I submit if my SAP BR is not matching?,is there a way to delete a contract?,0.0,8.159798392526341e-10
16010,16010,217.0,What way should I submit if my SAP BR is not matching?,how can I delete a contract?,0.0,4.793520580470556e-10
16011,16011,217.0,What way should I submit if my SAP BR is not matching?,What are the steps needed for managing the Submission Confirmation email?,0.0,2.7534914348592565e-09
16012,16012,217.0,What way should I submit if my SAP BR is not matching?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,1.1145254497080259e-08
16013,16013,217.0,What way should I submit if my SAP BR is not matching?,"Regarding contracts, how do I end one in MME?",0.0,1.8115738076307508e-10
16014,16014,217.0,What way should I submit if my SAP BR is not matching?,Can you terminate a contract in MME?,0.0,7.291215409210849e-10
16015,16015,217.0,What way should I submit if my SAP BR is not matching?,Are there applications that supports MME for Cost Collectors?,0.0,3.828238941128159e-12
16016,16016,217.0,What way should I submit if my SAP BR is not matching?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,6.620354264796902e-11
16017,16017,217.0,What way should I submit if my SAP BR is not matching?,What is the relevance of ODE Version in the graph?,0.0,4.254455916452571e-07
16018,16018,217.0,What way should I submit if my SAP BR is not matching?,What are the details for using dashboards?,0.0,8.220890634902389e-10
16019,16019,217.0,What way should I submit if my SAP BR is not matching?,If I have a View Only access to a contract can I run reports for that contract?,0.0,1.7835889015715978e-11
16020,16020,217.0,What way should I submit if my SAP BR is not matching?,What type of access needed to run reports for a specific contract?,0.0,7.346868252655625e-11
16021,16021,217.0,What way should I submit if my SAP BR is not matching?,Can you give me details regarding the availability of the revenue amounts? ,0.0,2.648493646617567e-09
16022,16022,217.0,What way should I submit if my SAP BR is not matching?,How long will it take to receive the revenue amounts in MME?,0.0,7.500939425142406e-09
16023,16023,217.0,What way should I submit if my SAP BR is not matching?,Can I change the Owner field on a contract WMU?,0.0,3.1767366515111917e-11
16024,16024,217.0,What way should I submit if my SAP BR is not matching?,I want to change the owner field on a contract.,0.0,1.0427102237198227e-10
16025,16025,217.0,What way should I submit if my SAP BR is not matching?,How to view resources on the roster page?,0.0,3.296515416195689e-08
16026,16026,217.0,What way should I submit if my SAP BR is not matching?,Roster page wasn't able to diplay all resources. Why?,0.0,1.3833602679369505e-05
16027,16027,217.0,What way should I submit if my SAP BR is not matching?,What is the link for Contract Loss?,0.0,2.9309520088727226e-11
16028,16028,217.0,What way should I submit if my SAP BR is not matching?,Can you provide details for PoC Contract Loss?,0.0,5.283974591208107e-09
16029,16029,217.0,What way should I submit if my SAP BR is not matching?,What is the use of Include Actuals?,0.0,1.1244360393902753e-06
16030,16030,217.0,What way should I submit if my SAP BR is not matching?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,8.188997071556514e-07
16031,16031,217.0,What way should I submit if my SAP BR is not matching?,Can you give me information about deleting contracts,0.0,8.147115204693023e-10
16032,16032,217.0,What way should I submit if my SAP BR is not matching?,Can you tell me the process of deleting a contract,0.0,5.060045271676472e-09
16033,16033,217.0,What way should I submit if my SAP BR is not matching?,I need to know how i close a contract in MME with the Strikethrough,0.0,9.024947456026666e-10
16034,16034,217.0,What way should I submit if my SAP BR is not matching?,I couldn't delete a contract,0.0,9.982645959860648e-11
16035,16035,217.0,What way should I submit if my SAP BR is not matching?,can I delete a contract from mme,0.0,7.291215409210849e-10
16036,16036,217.0,What way should I submit if my SAP BR is not matching?,I need to close / Delete a contract in MME,0.0,7.216847952573602e-11
16037,16037,217.0,What way should I submit if my SAP BR is not matching?,Is IWEP supported in MME?,0.0,3.878579946103855e-07
16038,16038,217.0,What way should I submit if my SAP BR is not matching?,how do I gain access in MME?,0.0,5.649832823806378e-10
16039,16039,217.0,What way should I submit if my SAP BR is not matching?,request access for new joiner,0.0,1.849684988508571e-10
16040,16040,217.0,What way should I submit if my SAP BR is not matching?,need to ask how to close contract in MME,0.0,7.216847952573602e-11
16041,16041,217.0,What way should I submit if my SAP BR is not matching?,costs not showing as expected in Cost tab,0.0,2.454838065205707e-15
16042,16042,217.0,What way should I submit if my SAP BR is not matching?,I am getting a error when trying to put in a forecast,0.0,4.488416038839205e-08
16043,16043,217.0,What way should I submit if my SAP BR is not matching?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,3.665760317517197e-08
16044,16044,217.0,What way should I submit if my SAP BR is not matching?,I would need to have access to MME,0.0,1.406914862389641e-10
16045,16045,217.0,What way should I submit if my SAP BR is not matching?,I would like support in knowing the procedure to get access to MME of my current project,0.0,1.971497987085513e-08
16046,16046,217.0,What way should I submit if my SAP BR is not matching?,I would like access to MME,0.0,7.923265932241463e-10
16047,16047,217.0,What way should I submit if my SAP BR is not matching?,how do i get access?,0.0,4.800416661399076e-11
16048,16048,217.0,What way should I submit if my SAP BR is not matching?,how do I get MME access,0.0,9.752867957679712e-11
16049,16049,217.0,What way should I submit if my SAP BR is not matching?,I'd like to better undersand the functionality of the balance sheet,0.0,6.403000952559523e-06
16050,16050,217.0,What way should I submit if my SAP BR is not matching?,i need support on a query around setting up a project in MME,0.0,1.1920282361188583e-07
16051,16051,217.0,What way should I submit if my SAP BR is not matching?,how to create a project,0.0,1.0915731763816439e-05
16052,16052,217.0,What way should I submit if my SAP BR is not matching?,I am trying to create a project,0.0,1.091258764063241e-05
16053,16053,217.0,What way should I submit if my SAP BR is not matching?,i'm trying to setup a new project,0.0,3.977999767812435e-06
16054,16054,217.0,What way should I submit if my SAP BR is not matching?,Need help with project creation  ,0.0,3.7645636608019117e-10
16055,16055,217.0,What way should I submit if my SAP BR is not matching?,Do you know how to create it or if you have a job aid on creation?,0.0,5.939890357353761e-09
16056,16056,217.0,What way should I submit if my SAP BR is not matching?,Closing of a contract,0.0,5.679611295161813e-12
16057,16057,217.0,What way should I submit if my SAP BR is not matching?,what does MME stand for,0.0,3.903812739736168e-08
16058,16058,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can change contract end date by WBS?,0.0,3.394127155980503e-13
16059,16059,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how can I change contract end date by WBS?,0.0,3.394127155980503e-13
16060,16060,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Is there a way to change the contract end date by WBS?,0.0,1.2600371321423026e-13
16061,16061,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,How to forecast PoC Contract Loss in MME?,0.0,8.182416522117819e-09
16062,16062,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how can I forecast PoC Contract Loss?,0.0,3.712110796527668e-08
16063,16063,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Is there a way to forecast PoC contract Loss?,0.0,1.7863534651496593e-08
16064,16064,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,4.1503270153953054e-07
16065,16065,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,when can a user be able to see the Jan 14 revenue numbers?,0.0,1.9435907461229363e-07
16066,16066,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Will a user be able to see the revenue numbers for Jan14?,0.0,1.9435907461229363e-07
16067,16067,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can download the cost transaction everything report in Local currency?,0.0,4.02739779303829e-08
16068,16068,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can I download the cost transaction report in Local currency?,0.0,8.058401590460562e-08
16069,16069,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,How do I download the cost transaction report in Local currency?,0.0,8.058401590460562e-08
16070,16070,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Best practice on SAP structures for MME success,0.0,3.8912842674661274e-14
16071,16071,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,what are the best practices on sap structures?,0.0,6.510020793921642e-14
16072,16072,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Enumerate SAP structures' best practices,0.0,9.70853443211378e-14
16073,16073,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,"I cannot tick on Include Actuals in MME, why?",0.0,2.2195675852820784e-10
16074,16074,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,why can't I tick on Include Actuals?,0.0,2.512710872704105e-10
16075,16075,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What to do when I can't tick on MME's Include Actuals?,0.0,7.753983011227206e-10
16076,16076,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,2.4834487629332366e-14
16077,16077,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,what is the effect of changing the owner name of a contract?,0.0,3.7640084827128095e-16
16078,16078,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What will happen when I change the owner name of an MME contract?,0.0,2.2764823609088686e-15
16079,16079,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,7.937506901756208e-11
16080,16080,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,How can I use the contract commitment in WMU Dashboard?,0.0,2.5456467310632988e-14
16081,16081,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,1.9661763883682681e-10
16082,16082,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,How can I close a contract?,0.0,1.3244275121060411e-10
16083,16083,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,is there a way to delete a contract?,0.0,4.444597901526182e-12
16084,16084,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how can I delete a contract?,0.0,4.38444280881356e-11
16085,16085,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What are the steps needed for managing the Submission Confirmation email?,0.0,2.941793919575275e-09
16086,16086,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,1.3678271848505119e-08
16087,16087,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,"Regarding contracts, how do I end one in MME?",0.0,3.473266951825593e-10
16088,16088,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can you terminate a contract in MME?,0.0,5.368542832506762e-10
16089,16089,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Are there applications that supports MME for Cost Collectors?,0.0,8.034312104499008e-11
16090,16090,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,1.1251083398278183e-11
16091,16091,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What is the relevance of ODE Version in the graph?,0.0,1.2289225193029552e-09
16092,16092,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What are the details for using dashboards?,0.0,6.103983056919321e-16
16093,16093,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,If I have a View Only access to a contract can I run reports for that contract?,0.0,1.3825871114647725e-08
16094,16094,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What type of access needed to run reports for a specific contract?,0.0,2.1481191936345567e-08
16095,16095,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can you give me details regarding the availability of the revenue amounts? ,0.0,1.3274103594085318e-08
16096,16096,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,How long will it take to receive the revenue amounts in MME?,0.0,2.445642621751176e-07
16097,16097,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can I change the Owner field on a contract WMU?,0.0,7.136109643807631e-17
16098,16098,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I want to change the owner field on a contract.,0.0,2.002028280586747e-16
16099,16099,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,How to view resources on the roster page?,0.0,9.068425264185942e-13
16100,16100,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Roster page wasn't able to diplay all resources. Why?,0.0,6.931110130281581e-10
16101,16101,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What is the link for Contract Loss?,0.0,2.7756348330854053e-09
16102,16102,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can you provide details for PoC Contract Loss?,0.0,2.46225928535182e-10
16103,16103,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,What is the use of Include Actuals?,0.0,9.501284203849991e-10
16104,16104,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,1.3395936582227819e-09
16105,16105,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can you give me information about deleting contracts,0.0,5.265824234990113e-11
16106,16106,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Can you tell me the process of deleting a contract,0.0,4.474929107822767e-12
16107,16107,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I need to know how i close a contract in MME with the Strikethrough,0.0,9.65856283841049e-09
16108,16108,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I couldn't delete a contract,0.0,3.561319572575883e-10
16109,16109,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,can I delete a contract from mme,0.0,5.368542832506762e-10
16110,16110,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I need to close / Delete a contract in MME,0.0,1.3944161381118647e-09
16111,16111,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Is IWEP supported in MME?,0.0,6.664099133635304e-11
16112,16112,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how do I gain access in MME?,0.0,1.5769594519099428e-09
16113,16113,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,request access for new joiner,0.0,4.1167411146680877e-10
16114,16114,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,need to ask how to close contract in MME,0.0,1.3944161381118647e-09
16115,16115,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,costs not showing as expected in Cost tab,0.0,5.101296468579264e-11
16116,16116,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I am getting a error when trying to put in a forecast,0.0,2.669125206011813e-05
16117,16117,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,2.5106048724410357e-06
16118,16118,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I would need to have access to MME,0.0,2.478810490202932e-10
16119,16119,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I would like support in knowing the procedure to get access to MME of my current project,0.0,4.5824172234532057e-10
16120,16120,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I would like access to MME,0.0,2.9538063661682656e-10
16121,16121,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how do i get access?,0.0,6.056191572539893e-12
16122,16122,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how do I get MME access,0.0,1.0413642170803428e-09
16123,16123,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I'd like to better undersand the functionality of the balance sheet,0.0,3.3543168242999855e-11
16124,16124,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,i need support on a query around setting up a project in MME,0.0,1.6043704993001784e-12
16125,16125,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,how to create a project,0.0,3.3163207423247965e-12
16126,16126,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,I am trying to create a project,0.0,4.4047029912341884e-11
16127,16127,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,i'm trying to setup a new project,0.0,2.6842969513829473e-10
16128,16128,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Need help with project creation  ,0.0,2.6700931504870795e-13
16129,16129,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Do you know how to create it or if you have a job aid on creation?,0.0,1.7140988628483456e-10
16130,16130,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,Closing of a contract,0.0,1.3244275121060411e-10
16131,16131,218.0,The Cost Rate of the resources is not matching between the Resource Trend report and Forecast > Cost Rates. Why?,what does MME stand for,0.0,1.8371675014616784e-10
16132,16132,219.0,"In approve/submit, how can I change the currency that is displayed?",Can change contract end date by WBS?,0.0,0.0006054792320355773
16133,16133,219.0,"In approve/submit, how can I change the currency that is displayed?",how can I change contract end date by WBS?,0.0,0.0006054792320355773
16134,16134,219.0,"In approve/submit, how can I change the currency that is displayed?",Is there a way to change the contract end date by WBS?,0.0,0.00035107918665744364
16135,16135,219.0,"In approve/submit, how can I change the currency that is displayed?",How to forecast PoC Contract Loss in MME?,0.0,2.2717019376727876e-09
16136,16136,219.0,"In approve/submit, how can I change the currency that is displayed?",how can I forecast PoC Contract Loss?,0.0,7.611616892333473e-10
16137,16137,219.0,"In approve/submit, how can I change the currency that is displayed?",Is there a way to forecast PoC contract Loss?,0.0,1.7684647080074e-09
16138,16138,219.0,"In approve/submit, how can I change the currency that is displayed?",When?user can?able to see the Jan14 revenue numbers in MME?,0.0,1.0456679966353022e-09
16139,16139,219.0,"In approve/submit, how can I change the currency that is displayed?",when can a user be able to see the Jan 14 revenue numbers?,0.0,9.695263342157645e-11
16140,16140,219.0,"In approve/submit, how can I change the currency that is displayed?",Will a user be able to see the revenue numbers for Jan14?,0.0,9.695263342157645e-11
16141,16141,219.0,"In approve/submit, how can I change the currency that is displayed?",Can download the cost transaction everything report in Local currency?,0.0,4.289412520921271e-13
16142,16142,219.0,"In approve/submit, how can I change the currency that is displayed?",Can I download the cost transaction report in Local currency?,0.0,1.788339848386375e-13
16143,16143,219.0,"In approve/submit, how can I change the currency that is displayed?",How do I download the cost transaction report in Local currency?,0.0,1.788339848386375e-13
16144,16144,219.0,"In approve/submit, how can I change the currency that is displayed?",Best practice on SAP structures for MME success,0.0,8.26778034923592e-10
16145,16145,219.0,"In approve/submit, how can I change the currency that is displayed?",what are the best practices on sap structures?,0.0,2.2760295337320713e-07
16146,16146,219.0,"In approve/submit, how can I change the currency that is displayed?",Enumerate SAP structures' best practices,0.0,6.840110131633992e-07
16147,16147,219.0,"In approve/submit, how can I change the currency that is displayed?","I cannot tick on Include Actuals in MME, why?",0.0,2.5406649006853854e-11
16148,16148,219.0,"In approve/submit, how can I change the currency that is displayed?",why can't I tick on Include Actuals?,0.0,1.1136511157694429e-10
16149,16149,219.0,"In approve/submit, how can I change the currency that is displayed?",What to do when I can't tick on MME's Include Actuals?,0.0,9.913155712970578e-11
16150,16150,219.0,"In approve/submit, how can I change the currency that is displayed?",If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,8.782298209553119e-06
16151,16151,219.0,"In approve/submit, how can I change the currency that is displayed?",what is the effect of changing the owner name of a contract?,0.0,5.293296908348566e-06
16152,16152,219.0,"In approve/submit, how can I change the currency that is displayed?",What will happen when I change the owner name of an MME contract?,0.0,7.321050787822969e-08
16153,16153,219.0,"In approve/submit, how can I change the currency that is displayed?",Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,2.738945181768315e-10
16154,16154,219.0,"In approve/submit, how can I change the currency that is displayed?",How can I use the contract commitment in WMU Dashboard?,0.0,2.0688082323638834e-12
16155,16155,219.0,"In approve/submit, how can I change the currency that is displayed?",What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,2.5515994872549186e-10
16156,16156,219.0,"In approve/submit, how can I change the currency that is displayed?",How can I close a contract?,0.0,1.644031091818654e-11
16157,16157,219.0,"In approve/submit, how can I change the currency that is displayed?",is there a way to delete a contract?,0.0,5.5660570597027e-10
16158,16158,219.0,"In approve/submit, how can I change the currency that is displayed?",how can I delete a contract?,0.0,3.872906995106007e-10
16159,16159,219.0,"In approve/submit, how can I change the currency that is displayed?",What are the steps needed for managing the Submission Confirmation email?,0.0,6.162947840948618e-08
16160,16160,219.0,"In approve/submit, how can I change the currency that is displayed?",Can I control which resources will be receiving the Submission Confirmation email?,0.0,2.9405693435791136e-09
16161,16161,219.0,"In approve/submit, how can I change the currency that is displayed?","Regarding contracts, how do I end one in MME?",0.0,1.9064646750166503e-08
16162,16162,219.0,"In approve/submit, how can I change the currency that is displayed?",Can you terminate a contract in MME?,0.0,3.1083420282129737e-09
16163,16163,219.0,"In approve/submit, how can I change the currency that is displayed?",Are there applications that supports MME for Cost Collectors?,0.0,9.258818017832127e-11
16164,16164,219.0,"In approve/submit, how can I change the currency that is displayed?",Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,7.274982394278595e-09
16165,16165,219.0,"In approve/submit, how can I change the currency that is displayed?",What is the relevance of ODE Version in the graph?,0.0,1.0168796507059596e-05
16166,16166,219.0,"In approve/submit, how can I change the currency that is displayed?",What are the details for using dashboards?,0.0,3.375354249574025e-12
16167,16167,219.0,"In approve/submit, how can I change the currency that is displayed?",If I have a View Only access to a contract can I run reports for that contract?,0.0,1.3391792828745114e-13
16168,16168,219.0,"In approve/submit, how can I change the currency that is displayed?",What type of access needed to run reports for a specific contract?,0.0,3.0953228261770827e-12
